"","screen_name","text","After"
"104","TimesofNewsHUB","Hong Kong’s First Covid-19 Lockdown Exposes Deep-Rooted Inequality https://t.co/NX31QFe5UH","Hong Kong’s First Covid-19 Lockdown Exposes Deep-Rooted Inequality "
"105","trustyourhearth","The New Face of Power in America, “evil now wears a friendlier face than ever before in American history.”

Writing in 1980, Gross predicted a future in which he saw:

#COVID19 #covid #Covid_19 #lockdown #mybodymychoice #freedom #FreedomOfSpeech #Politics #finegael https://t.co/Xju3SDFbpE","The New Face of Power in America, “evil now wears a friendlier face than ever before in American history.”

Writing in 1980, Gross predicted a future in which he saw:

#COVID19 #covid #Covid_19 #lockdown #mybodymychoice #freedom #FreedomOfSpeech #Politics #finegael "
"106","trustyourhearth","“…a new despotism creeping slowly across America. Faceless oligarchs sit at command posts of a corporate-government complex that has been slowly evolving over many decades. 

#COVID19 #covid #Covid_19 #lockdown #mybodymychoice #freedom #FreedomOfSpeech #Politics #finegael","“…a new despotism creeping slowly across America. Faceless oligarchs sit at command posts of a corporate-government complex that has been slowly evolving over many decades. 

#COVID19 #covid #Covid_19 #lockdown #mybodymychoice #freedom #FreedomOfSpeech #Politics #finegael"
"107","imichelR","They are living in a different planet away from real world.Are  they still in lockdown?.Are they making America great and safe on the Hill? https://t.co/1vHxulKlna","They are living in a different planet away from real world.Are  they still in lockdown?.Are they making America great and safe on the Hill? "
"108","WrongOnceAgain","The virus has grown increasingly worse across the entire globe . America and Europe at its highest deaths per day yet we have idiots like @BorisJohnson  and @GavinWilliamson lifting the lockdown in weeks to come ? @UKActionteam @DmodosCutter 100k-200k more will die this year !!!","The virus has grown increasingly worse across the entire globe . America and Europe at its highest deaths per day yet we have idiots like @BorisJohnson  and @GavinWilliamson lifting the lockdown in weeks to come ? @UKActionteam @DmodosCutter 100k-200k more will die this year !!!"
"109","TheOCBeaches","@Urtoez75_2 @ATrumpest @JennyWearAMask @hank_ering @let_america @RhondaResisting @pranster @catsequalneko @VampireKat @maartenvda @MarthaVotesBlue @thewfh @jodispissed8645 @Peatches66 @coralgableswang @Cheech69670973 @erin_hartigan4 @QuinnLeone4 @GreenEyedWMN @ChartreuseLoose @xSamBob @MichaelChrisLA @fliptotheMFflop @azgrl007 @ava_unity @oliwymom @AndersIwie @MimiBme919 @mousekerdoodle @jillmcmullon @Gemini21BLM @WolfWolfBlue2 @juliepanther16 @DianeTippy @Amberdev4real @bunnykittenpupp Is she playing tennis during lockdown? Looks intense. <U+0001F602>","@Urtoez75_2 @ATrumpest @JennyWearAMask @hank_ering @let_america @RhondaResisting @pranster @catsequalneko @VampireKat @maartenvda @MarthaVotesBlue @thewfh @jodispissed8645 @Peatches66 @coralgableswang @Cheech69670973 @erin_hartigan4 @QuinnLeone4 @GreenEyedWMN @ChartreuseLoose @xSamBob @MichaelChrisLA @fliptotheMFflop @azgrl007 @ava_unity @oliwymom @AndersIwie @MimiBme919 @mousekerdoodle @jillmcmullon @Gemini21BLM @WolfWolfBlue2 @juliepanther16 @DianeTippy @Amberdev4real @bunnykittenpupp Is she playing tennis during lockdown? Looks intense. <U+0001F602>"
"110","tomtas_5","The Dutch are rebelling against lockdown curfews. America stormed the Capitol against voter fraud. The UK will follow suit if lockdown isn’t eased or a timeline to leave not presented. The vaccines should be a route to exit the lockdowns and draconian measures!","The Dutch are rebelling against lockdown curfews. America stormed the Capitol against voter fraud. The UK will follow suit if lockdown isn’t eased or a timeline to leave not presented. The vaccines should be a route to exit the lockdowns and draconian measures!"
"111","bomurf","@Frances73724245 @TheJuanWilliams @thehill Your gen benefited greatly in America. Steady secure jobs, could buy a house and a car on  1 income, summer holidays, and social security. We have none of that. If you couldn’t lockdown the back 9 of your life, that’s on you, not any president. Quit bitching.","@Frances73724245 @TheJuanWilliams @thehill Your gen benefited greatly in America. Steady secure jobs, could buy a house and a car on  1 income, summer holidays, and social security. We have none of that. If you couldn’t lockdown the back 9 of your life, that’s on you, not any president. Quit bitching."
"112","DanoIdam","@AndrewR15472279 @7_bunnies @ajsGamingtv @Struggle_Tweet LMAO WHAT? Have you not been looking at brexit, or even Boris Johnson who you guys just elected? Europe is going to shit just like America, you guys are just a few years behind. Look at the anti lockdown riots that happened in the Netherlands Or Q. You are being insanely naive","@AndrewR15472279 @7_bunnies @ajsGamingtv @Struggle_Tweet LMAO WHAT? Have you not been looking at brexit, or even Boris Johnson who you guys just elected? Europe is going to shit just like America, you guys are just a few years behind. Look at the anti lockdown riots that happened in the Netherlands Or Q. You are being insanely naive"
"113","rapture3169","Mexico &amp; Switzerland had no lockdown yet had lower death rate than America. But Dem led states kept lockdowns to ruin the great economy Trump had. Now that Trump is out, Dem led states are easing their lockdown restrictions proof dems did it to ruin Trump!
https://t.co/TGo92PpTrS","Mexico &amp; Switzerland had no lockdown yet had lower death rate than America. But Dem led states kept lockdowns to ruin the great economy Trump had. Now that Trump is out, Dem led states are easing their lockdown restrictions proof dems did it to ruin Trump!
"
"114","CPRSToronto","As the largest public library system in North America, @torontolibrary and its #comms team had to make important pivots throughout COVID-19. 

In part 2 of our series showcasing #PR in public institutions, we detailed TPL’s comprehensive approach: https://t.co/a11WC7KMNC.","As the largest public library system in North America, @torontolibrary and its #comms team had to make important pivots throughout COVID-19. 

In part 2 of our series showcasing #PR in public institutions, we detailed TPL’s comprehensive approach: "
"115","TheJesterCrow1","@MiddleAgedJoker @JacquelynGill @callunacarbon East Asia, January 2020: Populace scrambles to buy masks, enters communal lockdown.

America, January 2021 @ 400K+ Fatalities: Maskless hordes demanding 'freedom' to get vital haircuts and manicures and shoot 'undesirables' on sight storm Capitol as Denier-in-Chief cheers.

<U+0001F937><U+200D><U+2642><U+FE0F>","@MiddleAgedJoker @JacquelynGill @callunacarbon East Asia, January 2020: Populace scrambles to buy masks, enters communal lockdown.

America, January 2021 @ 400K+ Fatalities: Maskless hordes demanding 'freedom' to get vital haircuts and manicures and shoot 'undesirables' on sight storm Capitol as Denier-in-Chief cheers.

<U+0001F937><U+200D><U+2642><U+FE0F>"
"116","msbq","There was already a waning birth rate in America due to social pressures on millennials finally starting to crack, but then again I wondered personally about the repercussions of having a pandemic lockdown for longer than the gestation period for humans.","There was already a waning birth rate in America due to social pressures on millennials finally starting to crack, but then again I wondered personally about the repercussions of having a pandemic lockdown for longer than the gestation period for humans."
"117","agking1991","@danyaldhondy @Twinspark74 @JuliaHB1 @GavinBarwell Due to extreme collateral damage not being worth the fall out from continued lockdown. Sadly even in America scientists are now expecting more deaths from lockdowns than covid. Its a hard choice to make but only history will judge correctly","@danyaldhondy @Twinspark74 @JuliaHB1 @GavinBarwell Due to extreme collateral damage not being worth the fall out from continued lockdown. Sadly even in America scientists are now expecting more deaths from lockdowns than covid. Its a hard choice to make but only history will judge correctly"
"118","WishboneBrewery","@Beardosaurus81 Not lockdown but For the brewery before we started a second hand MagFlow meter from America that had a tiny Bore size, Still got it, got some fittings welded up for it and tested the flow rate a bit back and its actually usable, though I prefer the new one we bought.","@Beardosaurus81 Not lockdown but For the brewery before we started a second hand MagFlow meter from America that had a tiny Bore size, Still got it, got some fittings welded up for it and tested the flow rate a bit back and its actually usable, though I prefer the new one we bought."
"119","naturefreak799","@DrEricDing America isn't Canada.

Go chug your maple syrup while under lockdown.","@DrEricDing America isn't Canada.

Go chug your maple syrup while under lockdown."
"120","danyaldhondy","@sass_byname @JuliaHB1 @GavinBarwell This article suggests that Peru's lockdown was undermined due to a few factors which made it difficult/impossible to avoid contact. https://t.co/xv5EFnl74v","@sass_byname @JuliaHB1 @GavinBarwell This article suggests that Peru's lockdown was undermined due to a few factors which made it difficult/impossible to avoid contact. "
"121","danyaldhondy","@Twinspark74 @JuliaHB1 @GavinBarwell This article suggests that Peru's lockdown was undermined due to a few factors which made it difficult/impossible to avoid contact. https://t.co/xv5EFnl74v","@Twinspark74 @JuliaHB1 @GavinBarwell This article suggests that Peru's lockdown was undermined due to a few factors which made it difficult/impossible to avoid contact. "
"122","CafeLatteLu","@SophiaMyles First lockdown there was sun &amp;we could go outside &amp;sit in the garden but this lockdown feels so confining. Yes I’ve been out with the dogs but it’s cold &amp;wet. Thank god for FaceTime because I really miss my family in America. The virus stats are horrible &amp;I feel like crying a lot","@SophiaMyles First lockdown there was sun &amp;we could go outside &amp;sit in the garden but this lockdown feels so confining. Yes I’ve been out with the dogs but it’s cold &amp;wet. Thank god for FaceTime because I really miss my family in America. The virus stats are horrible &amp;I feel like crying a lot"
"123","Draco_410","@SophiaPOPS Oh don’t worry, the right wingers here in America are no different. Back when we had even a slight lockdown measure in place, right wing nut jobs literally stormed a state Capitol building armed like a militia (they were domestic terrorists)","@SophiaPOPS Oh don’t worry, the right wingers here in America are no different. Back when we had even a slight lockdown measure in place, right wing nut jobs literally stormed a state Capitol building armed like a militia (they were domestic terrorists)"
"124","Kbkev78","@fuck_signal @Reluctant_Us3r @north_jojo @parlertakes America literally imposed lockdowns on penalty of fines or imprisonment.

https://t.co/6mFvYaVSYU","@fuck_signal @Reluctant_Us3r @north_jojo @parlertakes America literally imposed lockdowns on penalty of fines or imprisonment.

"
"125","Kbkev78","@CaslerMagnus @fuck_signal @Reluctant_Us3r @north_jojo @parlertakes 400,000 dead people, most of that number because America refused to lockdown properly.

But then, it's on brand for someone who just doesn't care about suicides or gun homicides.

But you know ""Murica!"", right?","@CaslerMagnus @fuck_signal @Reluctant_Us3r @north_jojo @parlertakes 400,000 dead people, most of that number because America refused to lockdown properly.

But then, it's on brand for someone who just doesn't care about suicides or gun homicides.

But you know ""Murica!"", right?"
"126","Mikey1732","God I really hope we won’t have restrictions/ lockdown till the end of summer. Really want to go to America this summer <U+0001F615>. But, if I can’t go then no big deal. 100,000 people dying of Covid is far more serious than my family holiday","God I really hope we won’t have restrictions/ lockdown till the end of summer. Really want to go to America this summer <U+0001F615>. But, if I can’t go then no big deal. 100,000 people dying of Covid is far more serious than my family holiday"
"127","Champs707007","Standard evening in lockdown. Closest I’ll get to America for now <U+0001F602> https://t.co/THu94qY9Hv","Standard evening in lockdown. Closest I’ll get to America for now <U+0001F602> "
"128","GlobRalph","@MickPuck @RandPaul What are you smoking over there on the Hibernian lockdown??

45 GOP senators just agreed that the trial is unconstitutional.  It's over. America has moved on. Sorry <U+0001F622>","@MickPuck @RandPaul What are you smoking over there on the Hibernian lockdown??

45 GOP senators just agreed that the trial is unconstitutional.  It's over. America has moved on. Sorry <U+0001F622>"
"129","SteveCantTweet","finally america* can get back to brunch**

*i
**emailing lorne michaels asking him if he got that $5 bill i mailed him at the start of lockdown because ""every little bit counts in the comedy game""","finally america* can get back to brunch**

*i
**emailing lorne michaels asking him if he got that $5 bill i mailed him at the start of lockdown because ""every little bit counts in the comedy game"""
"130","hikarlyjoy","America last march: covid is nbd only old and disabled ppl will die
Us: ok but we matter too so will you enforce a lockdown to protect us and get this under control quickly?
A: no <U+0001F49B>
Us: what about masks?
A: also no <U+0001F49B>
Us: can we have ongoing checks so we can stay home safely?","America last march: covid is nbd only old and disabled ppl will die
Us: ok but we matter too so will you enforce a lockdown to protect us and get this under control quickly?
A: no <U+0001F49B>
Us: what about masks?
A: also no <U+0001F49B>
Us: can we have ongoing checks so we can stay home safely?"
"131","theanswersofmay","@Napalm_Girls yeahhh I get that and I understand the urge to hate on america but it's just frustrating bc like? I've been doing lockdown drills since I was 10 and I've also been in several genuine lockdowns and idk I just don't think a lot of people realize how terrifying that is","@Napalm_Girls yeahhh I get that and I understand the urge to hate on america but it's just frustrating bc like? I've been doing lockdown drills since I was 10 and I've also been in several genuine lockdowns and idk I just don't think a lot of people realize how terrifying that is"
"132","Robespi33645685","Tories Show Their True Colours!  No End To Lockdown! Joe Biden Making America Great? https://t.co/FEZKxTMpKs","Tories Show Their True Colours!  No End To Lockdown! Joe Biden Making America Great? "
"133","BigDirtyFo","@nytimes If a building full of screaming kids can reopen than remove lockdown, reopen the doors for businesses of all types, no more mask and lets get back to this fuck up normal we call America.","@nytimes If a building full of screaming kids can reopen than remove lockdown, reopen the doors for businesses of all types, no more mask and lets get back to this fuck up normal we call America."
"134","Conniesbar","Bernie waiting for O'Connor's bar to open for a pint of Guinness. Did anyone tell him we're still in level 5 lockdown here in Ireland? <U+263A>
#bernie #berniesanders #trump #biden  #politics #democrat #election #notmeus #vote #joebiden #democrats #liberal #usa  #america #memes https://t.co/Vlr0QmYny2","Bernie waiting for O'Connor's bar to open for a pint of Guinness. Did anyone tell him we're still in level 5 lockdown here in Ireland? <U+263A>
#bernie #berniesanders #trump #biden  #politics #democrat #election #notmeus #vote #joebiden #democrats #liberal #usa  #america #memes "
"135","LetiNMPatriot","@RepHerrell Thank you for being the voice of reason as we see the agenda of “NON AMERICA FIRST” being brought on by the democrats who are the very same people who have had us in lockdown and now welcome ILLEGAL migrants to flood our country.","@RepHerrell Thank you for being the voice of reason as we see the agenda of “NON AMERICA FIRST” being brought on by the democrats who are the very same people who have had us in lockdown and now welcome ILLEGAL migrants to flood our country."
"136","ChoiSanswifey","@KlLLINGH if she wanted to collab she could've done what Nikki has been doing with facetime collabs California is in lockdown and cases in America are not looking good both Manny and Halsey could've done their collab in different ways. They aren't essential workers.","@KlLLINGH if she wanted to collab she could've done what Nikki has been doing with facetime collabs California is in lockdown and cases in America are not looking good both Manny and Halsey could've done their collab in different ways. They aren't essential workers."
"137","Dtechdirect","#Library #patrons across North America have been able to access their library materials throughout lockdown periods thanks to holdIT. Find out more: https://t.co/IZeKqN5dG2 #alamw21 #alaac21 https://t.co/ADSVsg5Tfa","#Library #patrons across North America have been able to access their library materials throughout lockdown periods thanks to holdIT. Find out more:  #alamw21 #alaac21 "
"138","gmetcalf","Through much of 2020 I can’t say I was surprised by how America handled covid—but I was surprised by how Europe did... Netherlands shaken by third night of riots over Covid curfew | Netherlands | The Guardian https://t.co/vjNQ82fJcB","Through much of 2020 I can’t say I was surprised by how America handled covid—but I was surprised by how Europe did... Netherlands shaken by third night of riots over Covid curfew | Netherlands | The Guardian "
"139","pompeycal2","@paul__johnson @Nick_Petrie The public: 
-let’s protest about someone in America in our thousands.
-let’s go to the beach.
-let’s not wear a mask because ‘I have a made up condition’
-let’s meet up at Christmas knowing full well what the risks are. 
- let’s have a rave.
- let’s protest about lockdown","@paul__johnson @Nick_Petrie The public: 
-let’s protest about someone in America in our thousands.
-let’s go to the beach.
-let’s not wear a mask because ‘I have a made up condition’
-let’s meet up at Christmas knowing full well what the risks are. 
- let’s have a rave.
- let’s protest about lockdown"
"140","MO_Mountains","Could Forrest Gump survive his epic run? Don't miss our Base Camp Session on Sunday with the unmistakable @runroblarun who ran over 15,600 miles in 422 days, crossing America almost 5 times! Followed by a Navigation for Beginners session by @EmmaHollandMT:
https://t.co/FSP6ZrpVan https://t.co/90QSGmVfuG","Could Forrest Gump survive his epic run? Don't miss our Base Camp Session on Sunday with the unmistakable @runroblarun who ran over 15,600 miles in 422 days, crossing America almost 5 times! Followed by a Navigation for Beginners session by @EmmaHollandMT:
 "
"141","CheeseWhiteman","@billybragg In America, California full lockdown, Florida no lockdown, equal numbers. The only difference? Florida is still surviving this economically.","@billybragg In America, California full lockdown, Florida no lockdown, equal numbers. The only difference? Florida is still surviving this economically."
"142","AgnusAlmighty","@Licaso27 @okotoksmatt @lummer66 @nationalpost Sacrifice the young for the old is 2021 logit. No scientific data to prove lockdowns are effective vs risk. Every death is a covid death. Covid tests highly inaccurate, death rate globally is a tick higher than the flu. Ontario is the most lockdown place in North America. Lunacy. https://t.co/pTnwjlQPmR","@Licaso27 @okotoksmatt @lummer66 @nationalpost Sacrifice the young for the old is 2021 logit. No scientific data to prove lockdowns are effective vs risk. Every death is a covid death. Covid tests highly inaccurate, death rate globally is a tick higher than the flu. Ontario is the most lockdown place in North America. Lunacy. "
"143","Lucas_Ranch","The reason Canada isn't opening back up, while states do so in America, is that Justin needs us to be under lockdown during soon to be announced election, so he can win that majority via mail-in ballots and the like. Watch how quickly things open once he wins...a la the states","The reason Canada isn't opening back up, while states do so in America, is that Justin needs us to be under lockdown during soon to be announced election, so he can win that majority via mail-in ballots and the like. Watch how quickly things open once he wins...a la the states"
"144","find_evil","Indian Billionaires see a 35% increase in their net worth during lockdown while 138 million poorest Indians go below poverty line. 

This happened in India, America, Australia, and Europe.

https://t.co/KiefbfjrM7","Indian Billionaires see a 35% increase in their net worth during lockdown while 138 million poorest Indians go below poverty line. 

This happened in India, America, Australia, and Europe.

"
"145","codasonic","@AffrenchFfrench @RichardS7370 The Daintees walks it.  Though if Covid Island Discs allowed listening to 52 albums per lockdown ie one per week then King Of America would make the cut as well.","@AffrenchFfrench @RichardS7370 The Daintees walks it.  Though if Covid Island Discs allowed listening to 52 albums per lockdown ie one per week then King Of America would make the cut as well."
"146","Jamie_IA","The biggest thing I have to look forward to each day during lockdown is waking up to check tracking on 2 vinyls I have coming from America <U+0001F602>.
Loads. Of. Fun.","The biggest thing I have to look forward to each day during lockdown is waking up to check tracking on 2 vinyls I have coming from America <U+0001F602>.
Loads. Of. Fun."
"147","FREEDDDEM","This country NEVER closed. NEVER shut down. They keep saying “when we reopen” but a lot of America never did a proper lockdown lockdown.","This country NEVER closed. NEVER shut down. They keep saying “when we reopen” but a lot of America never did a proper lockdown lockdown."
"148","ismaelsantanaXo","Why is the Netherlands having a anti lockdown riots/protest THATS literally something America would do that’s so poor<U+0001F62D> https://t.co/tvY1grJjRk","Why is the Netherlands having a anti lockdown riots/protest THATS literally something America would do that’s so poor<U+0001F62D> "
"149","davis_mistica","@CcVator @TopKatFelix I’m good. How about you? I would love to see Canada and other countries. America hasn’t been in lockdown since before Thanksgiving. We are trying to get the vaccine handled correctly so we can get back to somewhat normal.","@CcVator @TopKatFelix I’m good. How about you? I would love to see Canada and other countries. America hasn’t been in lockdown since before Thanksgiving. We are trying to get the vaccine handled correctly so we can get back to somewhat normal."
"150","_ChaosX","America may be neutered beyond hope and cuck to the social justice equivalent of original sin, but surprisingly the Dutch's collective balls seem to have finally dropped.
https://t.co/FQm4GSimya","America may be neutered beyond hope and cuck to the social justice equivalent of original sin, but surprisingly the Dutch's collective balls seem to have finally dropped.
"
"151","JollyJa68760143","@magicmiz @youth_unheard @DPJHodges That's assuming there is a direct link between lockdowns and deaths, which the experiences in other places (such as certain states in America that allow a direct comparison of lockdown vs no lockdown) suggest isn't certain by any means. Aside from that (as I'm sure you will...","@magicmiz @youth_unheard @DPJHodges That's assuming there is a direct link between lockdowns and deaths, which the experiences in other places (such as certain states in America that allow a direct comparison of lockdown vs no lockdown) suggest isn't certain by any means. Aside from that (as I'm sure you will..."
"152","fellrunnermike","@rcolvile Robert -why is nobody writing about this? All East&amp;Africa less than 100 deaths/m. All of Europe and America an order of magnitude higher. Only immunity from past covids explains why rich/poor, lockdown hard/soft, big health system/barely any. All east &amp;Africa are similar outcome https://t.co/tBMtvGCHKO","@rcolvile Robert -why is nobody writing about this? All East&amp;Africa less than 100 deaths/m. All of Europe and America an order of magnitude higher. Only immunity from past covids explains why rich/poor, lockdown hard/soft, big health system/barely any. All east &amp;Africa are similar outcome "
"153","fellrunnermike","@eyejosh @IanLaveryMP @eric_max_123 When will you look at facts? Look at this picture closely : the east and Africa have immunity we don’t have. Despite lockdown or not. Some rich and poor, some with no health services to speak of. All low compared to Europe/ America. Belgium and England are densest in Europe. https://t.co/9dAlpGSQT0","@eyejosh @IanLaveryMP @eric_max_123 When will you look at facts? Look at this picture closely : the east and Africa have immunity we don’t have. Despite lockdown or not. Some rich and poor, some with no health services to speak of. All low compared to Europe/ America. Belgium and England are densest in Europe. "
"154","epicgamergamer","@Fonny49390994 @DrRober12033714 @BottaNotta @laurenboebert Yes Oceania and australia have been basically uneffected by Covid. Geography. Plenty of countries have been uneffected, such as no lockdown sweden. Much of Covid harm comes from an unfit and vitamin d deficient population, such as america. https://t.co/KwuyJrks9F","@Fonny49390994 @DrRober12033714 @BottaNotta @laurenboebert Yes Oceania and australia have been basically uneffected by Covid. Geography. Plenty of countries have been uneffected, such as no lockdown sweden. Much of Covid harm comes from an unfit and vitamin d deficient population, such as america. "
"155","ArlletteBrown","@kbeanie93 @Andy_In_The_UK Let me see ....look at America without lockdown it would be catastrophic ...you can’t be that stupid","@kbeanie93 @Andy_In_The_UK Let me see ....look at America without lockdown it would be catastrophic ...you can’t be that stupid"
"156","LJAnalysis","@piersmorgan It’s not lockdowns that change anything: look at America. Deaths similar in lockdown and non-lockdown states. The difference was the borders.","@piersmorgan It’s not lockdowns that change anything: look at America. Deaths similar in lockdown and non-lockdown states. The difference was the borders."
"157","princessberky","I keep seeing tweets about America's ""lockdown"" period and I'm just like.....bro when were we ever locked down??? <U+0001F62D><U+0001F62D><U+0001F62D>","I keep seeing tweets about America's ""lockdown"" period and I'm just like.....bro when were we ever locked down??? <U+0001F62D><U+0001F62D><U+0001F62D>"
"158","cgdavis1955","@CameronMcNeish @SamHeughan I am in America, so it's not my business. COVID is so bad that I dare not go anywhere unless I have no choice. We have to wear masks &amp; stay 6 feet apart, too. Events are allowed now, but participation is restricted. Most events are cancelled. A festival in a COVID lockdown? <U+0001F631>","@CameronMcNeish @SamHeughan I am in America, so it's not my business. COVID is so bad that I dare not go anywhere unless I have no choice. We have to wear masks &amp; stay 6 feet apart, too. Events are allowed now, but participation is restricted. Most events are cancelled. A festival in a COVID lockdown? <U+0001F631>"
"159","Chicot57230736","@DominicHardwick @ClarkeMicah Brazil never locked down and their deaths/million are comparable to most of the rest of South America. If lockdowns made such a great difference they should have many more deaths than hard lockdown nations like Peru.","@DominicHardwick @ClarkeMicah Brazil never locked down and their deaths/million are comparable to most of the rest of South America. If lockdowns made such a great difference they should have many more deaths than hard lockdown nations like Peru."
"160","brolingo","Buckle Up America, We’re Going Back to 2008
https://t.co/h4D8af2ddX

Right On Cue: As Biden Takes Office, Media and Tyrannical Dems Drop Lockdown Sham
https://t.co/cl37Z6IL6w","Buckle Up America, We’re Going Back to 2008


Right On Cue: As Biden Takes Office, Media and Tyrannical Dems Drop Lockdown Sham
"
"161","RealSamFaddis","Read my latest with @ANDmagazine.

https://t.co/0ujKXHRoxa

“The lockdown is unlikely to be doing much of anything to stop the spread of the virus, but it is most certainly killing America.” https://t.co/LVKCEQQacy https://t.co/3nSQpLxjBJ","Read my latest with @ANDmagazine.



“The lockdown is unlikely to be doing much of anything to stop the spread of the virus, but it is most certainly killing America.”  "
"162","RealSamFaddis","“The lockdown is unlikely to be doing much of anything to stop the spread of the virus, but it is most certainly killing America.”

https://t.co/0ujKXHRoxa","“The lockdown is unlikely to be doing much of anything to stop the spread of the virus, but it is most certainly killing America.”

"
"163","bunb0889","@kiransinghirl @LarryBill1971 @ivy00johns @Lancegooden People use other country’s but don’t realize we don’t have the money to shutdown the whole country and support the lifestyles that people have created and are living. Blame that on American culture but that’s why we are America. It would have took trillions  to truly lockdown","@kiransinghirl @LarryBill1971 @ivy00johns @Lancegooden People use other country’s but don’t realize we don’t have the money to shutdown the whole country and support the lifestyles that people have created and are living. Blame that on American culture but that’s why we are America. It would have took trillions  to truly lockdown"
"164","TheLakeshowLoc","America had 3 things to do and they did nothing instead. 

1) full lockdown 
2) cancel rent
3) pay folks to stay home. 

Now 400k dead and they tossing us scraps of 1400 and we supposed to be happy for Harriet Tubman on the 20.

I swear to the heavens I’m outta here","America had 3 things to do and they did nothing instead. 

1) full lockdown 
2) cancel rent
3) pay folks to stay home. 

Now 400k dead and they tossing us scraps of 1400 and we supposed to be happy for Harriet Tubman on the 20.

I swear to the heavens I’m outta here"
"165","musa26pink","@rebelronnycork @conoroc1979 @ClaireByrneLive Ronnie, Just 150 millions of around the world will die by Hunger. Here in America 900,000  will die just for losing their jobs, 28 millions are or will be soon homeless, 60% of small business  may be closed. Those are WEF predictions for 2022 and that's the results of 1 lockdown.","@rebelronnycork @conoroc1979 @ClaireByrneLive Ronnie, Just 150 millions of around the world will die by Hunger. Here in America 900,000  will die just for losing their jobs, 28 millions are or will be soon homeless, 60% of small business  may be closed. Those are WEF predictions for 2022 and that's the results of 1 lockdown."
"166","LettaNigglive","America hasnt had 1 lockdown yet https://t.co/fyJzhoXKBw","America hasnt had 1 lockdown yet "
"167","triplebrownmeow","smarter people have already come to this conclusion and its REAL easy to just blame stupid people for not wearing masks or for skirting covid lockdown orders, but this stupidity is just another stupid symptom of america's fetish for individual responsibility","smarter people have already come to this conclusion and its REAL easy to just blame stupid people for not wearing masks or for skirting covid lockdown orders, but this stupidity is just another stupid symptom of america's fetish for individual responsibility"
"168","davidbaileyy","@thirstymayoass @Political_Chat @katie_honan @NYCMayor Comparing a ban on indoor dining and the lockdown that they enacted in Wuhan is laughable. If you want to pretend that America could have had that sort of lockdown, go ahead, but everyone knows it wouldn’t have worked here.","@thirstymayoass @Political_Chat @katie_honan @NYCMayor Comparing a ban on indoor dining and the lockdown that they enacted in Wuhan is laughable. If you want to pretend that America could have had that sort of lockdown, go ahead, but everyone knows it wouldn’t have worked here."
"169","OG_McDuck","The worst mayor in America is at it again. Remember him telling New Yokers to visit their favorite bar right before the lockdown began? Well . . . https://t.co/dWU3QPzuyp","The worst mayor in America is at it again. Remember him telling New Yokers to visit their favorite bar right before the lockdown began? Well . . . "
"170","colorpalettedc","Anybody out there still think about the fact that we could have potentially resumed ""normal life"" in like June of last year if we (America) had mandated a strict nation-wide lockdown in March? #pandemic #lockdown","Anybody out there still think about the fact that we could have potentially resumed ""normal life"" in like June of last year if we (America) had mandated a strict nation-wide lockdown in March? #pandemic #lockdown"
"171","UTDEvan2","@RoniBMCity @Mnm89082257 @SkySports The thing is jj can’t travel to America because England I believe is tier 4 lockdown so  no one can travel anywhere, and also jj needs to focus on training, and spar aswell","@RoniBMCity @Mnm89082257 @SkySports The thing is jj can’t travel to America because England I believe is tier 4 lockdown so  no one can travel anywhere, and also jj needs to focus on training, and spar aswell"
"172","ossurr","“america is on our fourth lockdown” ??? we haven’t even had one lockdown. things have never closed ?? maybe for like 2 days back in march but that it","“america is on our fourth lockdown” ??? we haven’t even had one lockdown. things have never closed ?? maybe for like 2 days back in march but that it"
"173","monetszoya","america is down horrendous. we need another lockdown because this out of control https://t.co/G6rvIgMyyi","america is down horrendous. we need another lockdown because this out of control "
"174","hazirahahaha","@ashajohanthan @nusrxt_a America has the highest covid cases. Even if Malaysia somehow managed to get 0 cases and no mo lockdown, it would still be a lockdown in America. Ya ain't gonna get that","@ashajohanthan @nusrxt_a America has the highest covid cases. Even if Malaysia somehow managed to get 0 cases and no mo lockdown, it would still be a lockdown in America. Ya ain't gonna get that"
"175","K_scoras","@AnnieOccident @MASH4real @michelleetc26 @SenorCampana @Thomas_Sp8 @ZavalaA Fine, that’s a fair point. But when we’re making decisions that are destroying Americans livelihoods and it isn’t getting the result we’re looking for, we just lockdown and restrict more/harder? The evidence is right in front of us. It does not work in CA/America in general.","@AnnieOccident @MASH4real @michelleetc26 @SenorCampana @Thomas_Sp8 @ZavalaA Fine, that’s a fair point. But when we’re making decisions that are destroying Americans livelihoods and it isn’t getting the result we’re looking for, we just lockdown and restrict more/harder? The evidence is right in front of us. It does not work in CA/America in general."
"176","utd_nv","@mosess_0161 @Ballysillancfc @SkyNews Now you've gone to clutching at straws, went to CDC (in America) on a common-sense article which everyone already knows. I wanted evidence that lockdown is causing 85,000 extra deaths. Also care to explain why lockdowns led to NO extra deaths in Australia, NZ, South Korea etc","@mosess_0161 @Ballysillancfc @SkyNews Now you've gone to clutching at straws, went to CDC (in America) on a common-sense article which everyone already knows. I wanted evidence that lockdown is causing 85,000 extra deaths. Also care to explain why lockdowns led to NO extra deaths in Australia, NZ, South Korea etc"
