"","word"
"3022","america"
"3023","world"
"3024","time"
"3025","drop"
"3026","time"
"3027","strict"
"3028","lockdown"
"3029","australia"
"3030","success"
"3031","story"
"3032","ultra"
"3033","lockdown"
"3034","dropped"
"3035","keeping"
"3036","ontario"
"3037","lockdown"
"3038","rest"
"3039","north"
"3040","america"
"3041","reopens"
"3042","ontario"
"3043","guarantees"
"3044","lower"
"3045","gdp"
"3046","quality"
"3047","life"
"3048","lower"
"3049","gdp"
"3050","gov"
"3051","manufacturing"
"3052","economic"
"3053","bust"
"3054","benefits"
"3055","dodgydave452"
"3056","settlands"
"3057","walesonline"
"3058","talking"
"3059","utter"
"3060","shit"
"3061","lockdown"
"3062","god"
"3063","crap"
"3064","america"
"3065","crap"
"3066","lockdown"
"3067","sunlorrie"
"3068","2017"
"3069","foreign"
"3070","minister"
"3071","freeland"
"3072","raised"
"3073","issue"
"3074","u.s"
"3075","commerce"
"3076","sec"
"3077","wilbur"
"3078","ross"
"3079","1st"
"3080","conversation"
"3081","march"
"3082","9"
"3083","2017"
"3084","amp"
"3085","underscored"
"3086","worries"
"3087","potential"
"3088","job"
"3089","losses"
"3090","reset"
"3091","2"
"3092","classes"
"3093","free"
"3094","elite"
"3095","class"
"3096","amp"
"3097","cdn"
"3098","ppl"
"3099","class"
"3100","lockdown"
"3101","derrenlitten"
"3102","america"
"3103","discovered"
"3104","benidorm"
"3105","lockdown"
"3106","seasons"
"3107","stream"
"3108","splendira"
"3109","notice"
"3110","lockdown"
"3111","europe"
"3112","america"
"3113","cuz"
"3114","trump"
"3115","poolsadie"
"3116","skynews"
"3117","senatedems"
"3118","whats"
"3119","blm"
"3120","trump"
"3121","america"
"3122","lockdown"
"3123","amsterdam"
"3124","gonna"
"3125","push"
"3126","agenda"
"3127","fit"
"3128","topic"
"3129","ground"
"3130","stop"
"3131","talking"
"3132","shit"
"3133","donald"
"3134","trump’s"
"3135","impeachment"
"3136","reaches"
"3137","senate"
"3138","president"
"3139","joe"
"3140","biden"
"3141","set"
"3142","continue"
"3143","america"
"3144","policy"
"3145","government"
"3146","procurement"
"3147","here’s"
"3148","financial"
"3149","markets"
"3150","monday"
"3151","january"
"3152","25th"
"3153","1"
"3154","china"
"3155","america"
"3156","2"
"3157","japan"
"3158","china"
"3159","3"
"3160","vietnam"
"3161","4"
"3162","5"
"3163","japan"
"3164","guess"
"3165","sick"
"3166","lockdown"
"3167","normal"
"3168","life"
"3169","str8vallera"
"3170","america"
"3171","listens"
"3172","msm"
"3173","believes"
"3174","lockdown"
"3175","squeeze"
"3176","vaccine"
"3177","fightback"
"3178","variants"
"3179","worse"
"3180","isnt"
"3181","america"
"3182","doin"
"3183","lockdown"
"3184","countries"
"3185","virginia"
"3186","shut"
"3187","governorva"
"3188","thanh_neville"
"3189","i’m"
"3190","utter"
"3191","failure"
"3192","government"
"3193","real"
"3194","lockdown"
"3195","pay"
"3196","people"
"3197","america"
"3198","stay"
"3199","home"
"3200","amp"
"3201","provide"
"3202","relief"
"3203","healthcare"
"3204","workers"
"3205","lockdown2021"
"3206","acnewsitics"
"3207","country"
"3208","giving"
"3209","relief"
"3210","checks"
"3211","winning"
"3212","georgia"
"3213","means"
"3214","2k"
"3215","americans"
"3216","listening"
"3217","scientists"
"3218","putting"
"3219","america"
"3220","it’s"
"3221","real"
"3222","lockdown"
"3223","he’s"
"3224","lifelong"
"3225","politician"
"3226","94"
"3227","crime"
"3228","bill"
"3229","ring"
"3230","bell"
"3231","biden"
"3232","awful"
"3233","sandernista412"
"3234","it’s"
"3235","lot"
"3236","inauguration"
"3237","rid"
"3238","sexism"
"3239","america’s"
"3240","racism"
"3241","dealt"
"3242","rectified"
"3243","lot"
"3244","real"
"3245","lockdown"
"3246","government"
"3247","pays"
"3248","people"
"3249","stay"
"3250","home"
"3251","covid"
"3252","isn’t"
"3253","sign"
"3254","workshop"
"3255","lockdown"
"3256","policy"
"3257","latinamerica"
"3258","learned"
"3259","details"
"3260","event"
"3261","found"
"3262","2020"
"3263","terribly"
"3264","broken"
"3265","america"
"3266","lockdown"
"3267","fight"
"3268","racial"
"3269","injustice"
"3270","2021"
"3271","netherlands"
"3272","throwing"
"3273","ass"
"3274","fit"
"3275","don’t"
"3276","wanna"
"3277","lockdown"
"3278","anymore"
"3279","world"
"3280","weird"
"3281","tommycman"
"3282","tenuto86"
"3283","stevenchad2"
"3284","syndieuzcat"
"3285","hasanthehun"
"3286","lying"
"3287","extreme"
"3288","lockdown"
"3289","measures"
"3290","aspects"
"3291","response"
"3292","america's"
"3293","welded"
"3294","citizens"
"3295","lockdown"
"3296","measures"
"3297","masks"
"3298","lancegooden"
"3299","lockdown"
"3300","political"
"3301","move"
"3302","ruin"
"3303","economy"
"3304","trump"
"3305","office"
"3306","cheat"
"3307","steal"
"3308","election"
"3309","democrats"
"3310","hate"
"3311","america"
"3312","danielcloke1"
"3313","jamesmelville"
"3314","height"
"3315","summer"
"3316","africa"
"3317","america"
"3318","lockdown"
"3319","suffering"
"3320","2nd"
"3321","wave"
"3322","america"
"3323","loosen"
"3324","lockdown"
"3325","regulations"
"3326","starting"
"3327","drop"
"3328","nalapha"
"3329","claim"
"3330","dropping"
"3331","makes"
"3332","ba"
"3333","siphethwe"
"3334","nguban"
"3335","kanye"
"3336","kanye"
"3337","biden"
"3338","continuing"
"3339","trump"
"3340","started"
"3341","americans"
"3342","lockdown"
"3343","struggling"
"3344","mf"
"3345","send"
"3346","billion"
"3347","central"
"3348","america"
"3349","ppl"
"3350","dirty"
"3351","american"
"3352","hell"
"3353","he’s"
"3354","president"
"3355","unity"
"3356","peace"
"3357","ass"
"3358","joe"
"3359","biden"
"3360","lockdown"
"3361","america"
"3362","americans"
"3363","irate"
"3364","acting"
"3365","trump"
"3366","jesus"
"3367","people"
"3368","die"
"3369","provide"
"3370","lost"
"3371","wages"
"3372","covid_19"
"3373","covid19"
"3374","donwinslow"
"3375","jjose050"
"3376","gavinnewsom"
"3377","wtaf"
"3378","week"
"3379","hard"
"3380","lockdown"
"3381","top"
"3382","virus"
"3383","entire"
"3384","america"
"3385","learned"
"3386","countries"
"3387","defeated"
"3388","virus"
"3389","dj_damien"
"3390","joemerrick"
"3391","prism_yuuzuki"
"3392","we’ve"
"3393","established"
"3394","niantic"
"3395","care"
"3396","america"
"3397","lockdown"
"3398","rosemarycnn"
"3399","larrybrilliant"
"3400","t.y"
"3401","rosemary"
"3402","xxxxxx"
"3403","home"
"3404","lockdown"
"3405","uk"
"3406","hard"
"3407","america"
"3408","people"
"3409","understand"
"3410","staying"
"3411","home"
"3412","wearing"
"3413","mask"
"3414","crisis"
"3415","save"
"3416","life's"
"3417","die"
"3418","america"
"3419","dubai"
"3420","living"
"3421","lockdown"
"3422","free"
"3423","pissin"
"3424","lockdown"
"3425","sceptics"
"3426","fingers"
"3427","california"
"3428","spiking"
"3429","lockdowns"
"3430","discovered"
"3431","ca"
"3432","battling"
"3433","variant"
"3434","explain"
"3435","increase"
"3436","expectation"
"3437","holiday"
"3438","season"
"3439","jadabumrad"
"3440","i’ve"
"3441","discovered"
"3442","dolly"
"3443","parton’s"
"3444","america"
"3445","expected"
"3446","fascinating"
"3447","creates"
"3448","escape"
"3449","lockdown"
"3450","3"
"3451","uk"
"3452","ladygaga"
"3453","government"
"3454","handled"
"3455","earlier"
"3456","minimise"
"3457","contagious"
"3458","depend"
"3459","citizens"
"3460","america"
"3461","ignorant"
"3462","rebellion"
"3463","selfish"
"3464","obey"
"3465","lockdown"
"3466","rules"
"3467","majority"
"3468","australian"
"3469","taking"
"3470","deadly"
"3471","covid"
"3472","don’t"
"3473","crazy"
"3474","leader"
"3475","covid19"
"3476","21"
"3477","past"
"3478","week"
"3479","related"
"3480","deaths"
"3481","fall"
"3482","peak"
"3483","response"
"3484","effect"
"3485","holiday"
"3486","bump"
"3487","tougher"
"3488","lockdown"
"3489","measures"
"3490","rate"
"3491","steady"
"3492","decline"
"3493","past"
"3494","week"
"3495","biden"
"3496","america"
"3497","stocks"
"3498","xskullx_"
"3499","liambarker"
"3500","bbcpolitics"
"3501","people"
"3502","willingly"
"3503","infecting"
"3504","attempt"
"3505","enforce"
"3506","herd"
"3507","immunity"
"3508","thinking"
"3509","lockdown"
"3510","quicker"
"3511","america"
"3512","ago"
"3513","closer"
"3514","beating"
"3515","lot"
"3516","vaccines"
"3517","win"
"3518","bunbaasi"
"3519","ajenglish"
"3520","public"
"3521","hostility"
"3522","america"
"3523","zionists"
"3524","basic"
"3525","supporters"
"3526","iran's"
"3527","survival"
"3528","ghost"
"3529","frightens"
"3530","arab"
"3531","gulf"
"3532","control"
"3533","wealth"
"3534","lands"
"3535","countries"
"3536","conversation"
"3537","clarification"
"3538","biden"
"3539","saudi"
"3540","covid19"
"3541","lockdown"
"3542","foundational"
"3543","belief"
"3544","lockdownism"
"3545","defeated"
"3546","country"
"3547","impose"
"3548","restrictions"
"3549","experience"
"3550","outcome"
"3551","america"
"3552","fit"
"3553","description"
"3554","america"
"3555","worst"
"3556","country"
"3557","world"
"3558","isn’t"
"3559","potus"
"3560","putting"
"3561","nationwide"
"3562","lockdown"
"3563","westernized"
"3564","countries"
"3565","care"
"3566","bout"
"3567","putting"
"3568","pockets"
"3569","corporations"
"3570","human"
"3571","life"
"3572","mfs"
"3573","ain’t"
"3574","country"
"3575","dumb"
"3576","ass"
"3577","mfs"
"3578","lockdown"
"3579","wait"
"3580","america"
"3581","die"
"3582","america"
"3583","cares"
"3584","british"
"3585","people"
"3586","eat"
"3587","y’all"
"3588","mentioning"
"3589","ain’t"
"3590","y’all"
"3591","lockdown"
"3592","rat_brained"
"3593","ll24zakio"
"3594","america’s"
"3595","threatening"
"3596","kidnap"
"3597","lawmakers"
"3598","wisconsin"
"3599","stay"
"3600","home"
"3601","past"
"3602","summer"
"3603","actual"
"3604","lockdown"
"3605","capitol"
"3606","raid"
"3607","lol"
"3608","we’re"
"3609","talking"
"3610","america"
"3611","freedom"
"3612","can’t"
"3613","challenge"
"3614","freedoms"
"3615","advantage"
"3616","speak"
"3617","america"
"3618","lockdown"
"3619","time"
"3620","you’re"
"3621","giving"
"3622","02"
"3623","cents"
"3624","people"
"3625","feel"
"3626","fire"
"3627","fighting"
"3628","vaccine"
"3629","america"
"3630","strict"
"3631","lockdown"
"3632","vanished"
"3633","covid"
"3634","lockdowns"
"3635","fucking"
"3636","lock"
"3637","half"
"3638","assed"
"3639","shit"
"3640","europe"
"3641","north"
"3642","america"
"3643","lockdown"
"3644","repdlesko"
"3645","executive"
"3646","funded"
"3647","businesses"
"3648","america"
"3649","jumpstart"
"3650","restart"
"3651","economy"
"3652","democratic"
"3653","governors"
"3654","concerned"
"3655","covid"
"3656","science"
"3657","lockdown"
"3658","election"
"3659","corrupt"
"3660","pandemic"
"3661","realsaavedra"
"3662","can’t"
"3663","south"
"3664","america"
"3665","rush"
"3666","border"
"3667","leave"
"3668","lockdown"
"3669","reason"
"3670","amygreerkalisz"
"3671","ontario"
"3672","locked"
"3673","north"
"3674","america"
"3675","improvement"
"3676","lockdown"
"3677","illegal"
"3678","service"
"3679","people"
"3680","home"
"3681","rumour"
"3682","complete"
"3683","lockdown"
"3684","cotton"
"3685","fields"
"3686","protection"
"3687","white"
"3688","colonialist"
"3689","america"
"3690","white"
"3691","real"
"3692","parasite"
"3693","globally"
"3694","people"
"3695","calling"
"3696","banana"
"3697","republic"
"3698","united"
"3699","america"
"3700","historical"
"3701","buildup"
"3702","troops"
"3703","lockdown"
"3704","dc"
"3705","major"
"3706","cities"
"3707","america"
"3708","fire"
"3709","joebiden"
"3710","spent"
"3711","trillions"
"3712","covid"
"3713","recover"
"3714","economy"
"3715","america"
"3716","bankrupt"
"3717","defense"
"3718","budget"
"3719","military"
"3720","iran"
"3721","destroy"
"3722","lockdown"
"3723","hahaha"
"3724","people"
"3725","poor"
"3726","live"
"3727","street"
"3728","income"
"3729","biden"
"3730","satan"
"3731","loves"
"3732","jobs"
"3733","hail"
"3734","satan"
"3735","ilhan"
"3736","join"
"3737","paris"
"3738","green"
"3739","deal"
"3740","oil"
"3741","fossil"
"3742","banned"
"3743","industrial"
"3744","shut"
"3745","inside"
"3746","america"
"3747","america"
"3748","people"
"3749","poor"
"3750","african"
"3751","jobs"
"3752","lockdown"
"3753","income"
"3754","democrats"
"3755","create"
"3756","hell"
"3757","earth"
"3758","american"
"3759","mid"
"3760","east"
"3761","worst"
"3762","mid"
"3763","east"
"3764","civil"
"3765","war"
"3766","peterjhasson"
"3767","guy_next_to_me"
"3768","expect"
"3769","taxes"
"3770","cost"
"3771","living"
"3772","homeless"
"3773","lockdown"
"3774","income"
"3775","beginning"
"3776","hope"
"3777","biden"
"3778","remove"
"3779","iran"
"3780","sanction"
"3781","iran"
"3782","bomb"
"3783","europe"
"3784","israel"
"3785","america"
"3786","ilhan"
"3787","yeah"
"3788","omar"
"3789","achieved"
"3790","dream"
"3791","bankrupt"
"3792","america"
"3793","cancel"
"3794","student"
"3795","debt"
"3796","fund"
"3797","covid"
"3798","relief"
"3799","plan"
"3800","lockdown"
"3801","shut"
"3802","economy"
"3803","allah"
"3804","proud"
"3805","america"
"3806","potus"
"3807","lockdown"
"3808","pandemic"
"3809","save"
"3810","america"
"3811","people"
"3812","life"
"3813","400k"
"3814","death"
"3815","start"
"3816","lockdown"
"3817","country"
"3818","donaldjtrumpjr"
"3819","lockdown"
"3820","democrats"
"3821","tear"
"3822","revolution"
"3823","save"
"3824","america"
"3825","campaigns"
"3826","cp24"
"3827","assumptions"
"3828","surprised"
"3829","economy"
"3830","california"
"3831","lifting"
"3832","lockdown"
"3833","ontario"
"3834","amp"
"3835","quebec"
"3836","north"
"3837","america"
"3838","lockdown"
"3839","fordnation"
"3840","cmwinther"
"3841","saintmeauxzes"
"3842","reuters"
"3843","america"
"3844","lockdown"
"3845","april"
"3846","amount"
"3847","money"
"3848","people"
"3849","hoped"
"3850","lockdown"
"3851","decrease"
"3852","america's"
"3853","gun"
"3854","violence"
"3855","epidemic"
"3856","2020"
"3857","violent"
"3858","decades"
"3859","hoped"
"3860","lockdown"
"3861","decrease"
"3862","america's"
"3863","gun"
"3864","violence"
"3865","epidemic"
"3866","2020"
"3867","violent"
"3868","decades"
"3869","hoped"
"3870","lockdown"
"3871","drive"
"3872","america's"
"3873","gun"
"3874","violence"
"3875","epidemic"
"3876","2020"
"3877","violent"
"3878","decades"
"3879","iamalabadek"
"3880","address"
"3881","leader"
"3882","yo"
"3883","encourage"
"3884","slang"
"3885","ghana"
"3886","you’re"
"3887","america"
"3888","i’m"
"3889","government"
"3890","impose"
"3891","lockdown"
"3892","detailed"
"3893","explanations"
"3894","guy"
"3895","criticizing"
"3896","government"
"3897","uncledugs"
"3898","chrissysrants"
"3899","perspective"
"3900","m8"
"3901","i’ll"
"3902","add"
"3903","lockdowns"
"3904","suck"
"3905","half"
"3906","ass"
"3907","what’s"
"3908","scary"
"3909","lockdown"
"3910","america"
"3911","impossible"
"3912","it’s"
"3913","unamerican"
"3914","america"
"3915","questions"
"3916","president"
"3917","trump"
"3918","president"
"3919","joebiden"
"3920","jobs"
"3921","gas"
"3922","prices"
"3923","lockdown"
"3924","virus"
"3925","vaccine"
"3926","yeah"
"3927","happened"
"3928","unity"
"3929","boyanbc"
"3930","figure"
"3931","america"
"3932","loonies"
"3933","yelling"
"3934","fraud"
"3935","netherlands"
"3936","anti"
"3937","lockdown"
"3938","riot"
"3939","miss"
"3940","middle"
"3941","america"
"3942","lockdown"
"3943","protests"
"3944","people"
"3945","hailed"
"3946","h1tler"
"3947","harassed"
"3948","jews"
"3949","posters"
"3950","happy"
"3951","merchant"
"3952","fordnation"
"3953","basing"
"3954","2"
"3955","weeks"
"3956","lockdown"
"3957","lunacy"
"3958","exact"
"3959","opposite"
"3960","rest"
"3961","north"
"3962","america"
"3963","parkinsontoby"
"3964","xandergalbraith"
"3965","kathbarbadoro"
"3966","america"
"3967","huge"
"3968","payments"
"3969","didn’t"
"3970","effective"
"3971","lockdown"
"3972","quarantine"
"3973","that’s"
"3974","diference"
"3975","realized"
"3976","girl"
"3977","scout"
"3978","cookie"
"3979","delivery"
"3980","dates"
"3981","anniversary"
"3982","lockdown"
"3983","north"
"3984","america"
"3985","perfect"
"3986","timing"
"3987","10"
"3988","boxes"
"3989","girls"
"3990","discordiaii"
"3991","donaldjtrumpjr"
"3992","convince"
"3993","increasing"
"3994","uk"
"3995","type"
"3996","strain"
"3997","south"
"3998","america"
"3999","battling"
"4000","virus"
"4001","lots"
"4002","deaths"
"4003","japan"
"4004","lockdown"
"4005","14,000"
"4006","plp"
"4007","waiting"
"4008","list"
"4009","hospital"
"4010","exponentially"
"4011","increasing"
"4012","thedemocrats"
"4013","potus"
"4014","call"
"4015","lockdown"
"4016","america"
"4017","helping"
"4018","nations"
"4019","businesses"
"4020","liberals"
"4021","job"
"4022","it’s"
"4023","4"
"4024","openamericanow"
"4025","long4years"
"4026","openschools"
"4027","lockdown"
"4028","apartment"
"4029","america"
"4030","saskiapopescu"
"4031","assure"
"4032","people"
"4033","locked"
"4034","continue"
"4035","lock"
"4036","lockdown"
"4037","march"
"4038","continue"
"4039","lockdown"
"4040","skeletons"
"4041","picked"
"4042","clean"
"4043","cats"
"4044","time"
"4045","america"
"4046","vaccinated"
"4047","america"
"4048","balls"
"4049","strict"
"4050","lockdown"
"4051","australia"
"4052","americans"
"4053","selfish"
"4054","government"
"4055","money"
"4056","they’d"
"4057","risk"
"4058","everyone’s"
"4059","lives"
"4060","pay"
"4061","country"
"4062","running"
"4063","government"
"4064","paying"
"4065","stay"
"4066","home"
"4067","trash"
"4068","ass"
"4069","people"
"4070","suffer"
"4071","endlessly"
"4072","dnc"
"4073","lockdown"
"4074","mandates"
"4075","bill"
"4076","joebiden"
"4077","administration"
"4078","change"
"4079","money"
"4080","citizens"
"4081","america"
"4082","actual"
"4083","dollars"
"4084","account"
"4085","stand"
"4086","legislation"
"4087","speakerpelosi"
"4088","inferior_class"
"4089","a_bbound"
"4090","drew__barnes"
"4091","claim"
"4092","lockdown"
"4093","words"
"4094","action"
"4095","claim"
"4096","wise"
"4097","gdp"
"4098","wise"
"4099","compared"
"4100","european"
"4101","nations"
"4102","north"
"4103","america"
"4104","lhhsott"
"4105","wait"
"4106","america"
"4107","britain"
"4108","lockdown"
"4109","allisonpapson"
"4110","biden's"
"4111","america"
"4112","negligent"
"4113","embarrassing"
"4114","troops"
"4115","begin"
"4116","democrats"
"4117","establishment"
"4118","opted"
"4119","military"
"4120","lockdown"
"4121","americans"
"4122","world"
"4123","troops"
"4124","treated"
"4125","tera1patrick"
"4126","yea"
"4127","craziness"
"4128","traveling"
"4129","country"
"4130","latin"
"4131","america"
"4132","recently"
"4133","stuck"
"4134","lockdown"
"4135","town"
"4136","madness"
"4137","stay"
"4138","safe"
"4139","gorgeous"
"4140","latimes"
"4141","monkeys"
"4142","boat"
"4143","racist"
"4144","america"
"4145","americans"
"4146","walk"
"4147","lockdown"
"4148","y’all"
"4149","delusional"
"4150","asf"
"4151","ffs"
"4152","eddigeronimo"
"4153","true"
"4154","pretty"
"4155","fucking"
"4156","grim"
"4157","america"
"4158","ready"
"4159","reopen"
"4160","worse"
"4161","strict"
"4162","lockdown"
"4163","4"
"4164","6"
"4165","weeks"
"4166","pay"
"4167","people"
"4168","stay"
"4169","home"
"4170","lockdown"
"4171","planning"
"4172","traveling"
"4173","france"
"4174","specifically"
"4175","territory"
"4176","france"
"4177","island"
"4178","st"
"4179","pierre"
"4180","miquelon"
"4181","19"
"4182","miles"
"4183","shore"
"4184","newfoundland"
"4185","french"
"4186","colonizers"
"4187","inhabiting"
"4188","tiny"
"4189","portion"
"4190","north"
"4191","america"
"4192","ktla"
"4193","newsom"
"4194","data"
"4195","pretty"
"4196","mandates"
"4197","ease"
"4198","ca"
"4199","lockdown"
"4200","guess"
"4201","fancy"
"4202","dinners"
"4203","lives"
"4204","lost"
"4205","gavinnewsom"
"4206","recallnewsom"
"4207","rgay"
"4208","i’m"
"4209","struggling"
"4210","comprehend"
"4211","hints"
"4212","i’m"
"4213","reading"
"4214","america"
"4215","lockdown"
"4216","stay"
"4217","home"
"4218","lockdown"
"4219","helpful"
"4220","america"
"4221","stuck"
"4222","mess"
"4223","kinda"
"4224","stupid"
"4225","move"
"4226","ngl"
"4227","china"
"4228","virus"
"4229","lockdown"
"4230","america"
"4231","caused"
"4232","deeper"
"4233","immersion"
"4234","books"
"4235","finished"
"4236","baldacci"
"4237","child"
"4238","connelly"
"4239","klavan"
"4240","3"
"4241","chandler"
"4242","straight"
"4243","ahead"
"4244","patrick63104016"
"4245","lilith2u"
"4246","mariecountryman"
"4247","bunkybun"
"4248","kittybhagat"
"4249","k7owen"
"4250","irisstylosa"
"4251","bilbalbag"
"4252","jankowski60"
"4253","diadigiovanni"
"4254","eclecticradical"
"4255","follow"
"4256","america"
"4257","proper"
"4258","length"
"4259","lockdown"
"4260","dent"
"4261","infection"
"4262","daily"
"4263","death"
"4264","figures"
"4265","hope"
"4266","patrick"
"4267","becarefuloutthere"
"4268","governments"
"4269","north"
"4270","america"
"4271","shown"
"4272","indication"
"4273","craft"
"4274","implement"
"4275","effective"
"4276","plan"
"4277","covidzero"
"4278","elimination"
"4279","material"
"4280","supports"
"4281","ensure"
"4282","stringent"
"4283","lockdown"
"4284","measures"
"4285","adhered"
"4286","ditto"
"4287","travel"
"4288","restrictions"
"4289","bans"
"4290","saku_zuckerberg"
"4291","jeff_foster21"
"4292","aalexavillatoro"
"4293","noticed"
"4294","people"
"4295","haven’t"
"4296","died"
"4297","covid"
"4298","lockdown"
"4299","yep"
"4300","that’s"
"4301","kids"
"4302","america’s"
"4303","schools"
"4304","sa"
"4305","140k"
"4306","active"
"4307","covid"
"4308","america"
"4309","10"
"4310","million"
"4311","sa"
"4312","strict"
"4313","lockdown"
"4314","america"
"4315","isn’t"
"4316","sithule"
"4317","nje"
"4318","syabuka"
"4319","ianc"
"4320","idestroyer"
"4321","umnotho"
"4322","waseningizimu"
"4323","afrika"
"4324","hey"
"4325","america"
"4326","uk"
"4327","strict"
"4328","4"
"4329","month"
"4330","lockdown"
"4331","listened"
"4332","advice"
"4333","rules"
"4334","covid"
"4335","free"
"4336","summer"
"4337","lockdown"
"4338","sucks"
"4339","redscar16"
"4340","mitrebarnet"
"4341","joepike"
"4342","borisjohnson"
"4343","you’re"
"4344","anti"
"4345","brexit"
"4346","left"
"4347","uk"
"4348","live"
"4349","america"
"4350","pro"
"4351","uk"
"4352","rant"
"4353","uk"
"4354","permanently"
"4355","lockdown"
"4356","don’t"
"4357","live"
"4358","there’s"
"4359","people"
"4360","damn"
"4361","crazy"
"4362","4k"
"4363","people"
"4364","die"
"4365","day"
"4366","america"
"4367","didnt"
"4368","lockdown"
"4369","properly"
"4370","netherlands"
"4371","country"
"4372","fight"
"4373","insane"
"4374","stupid"
"4375","covid"
"4376","lockdown"
"4377","morons"
"4378","la"
"4379","driving"
"4380","windows"
"4381","rolled"
"4382","wearing"
"4383","2"
"4384","masks"
"4385","hope"
"4386","lost"
"4387","america"
"4388","anymore"
"4389","ddooggdrool"
"4390","viil1lo"
"4391","understand"
"4392","police"
"4393","america"
"4394","refuse"
"4395","enforce"
"4396","lockdown"
"4397","can’t"
"4398","amandafbelfast"
"4399","that’s"
"4400","post"
"4401","lockdown"
"4402","career"
"4403","sorted"
"4404","deffo"
"4405","huge"
"4406","crack"
"4407","america"
"4408","truegritg"
"4409","drjacobsrad"
"4410","yep"
"4411","ontario"
"4412","quebec"
"4413","lockdown"
"4414","north"
"4415","america"
"4416","trudeau"
"4417","win"
"4418","2"
"4419","provinces"
"4420","rampacuatro"
"4421","leejamesbrown"
"4422","china"
"4423","short"
"4424","intense"
"4425","lockdown"
"4426","start"
"4427","pandemic"
"4428","wouldn’t"
"4429","locked"
"4430","it’s"
"4431","draconian"
"4432","america"
"4433","niyahsava"
"4434","alright"
"4435","gotta"
"4436","ur"
"4437","mind"
"4438","canada"
"4439","lockdown"
"4440","playing"
"4441","america"
"4442","sit"
"4443","inside"
"4444","starbucks"
"4445","building"
"4446","gotta"
"4447","masked"
"4448","im"
"4449","telling"
"4450","gon"
"4451","miss"
"4452","florida"
"4453","wait"
"4454","till"
"4455","summr"
"4456","latimes"
"4457","wake"
"4458","america"
"4459","played"
"4460","covid"
"4461","lockdown"
"4462","political"
"4463","trump"
"4464","bad"
"4465","office"
"4466","it’s"
"4467","leaders"
"4468","hypocrites"
"4469","eef_nestor"
"4470","lovely"
"4471","america"
"4472","lockdown"
"4473","kid_prairie"
"4474","hhwyfe"
"4475","meganbielby"
"4476","globaledmonton"
"4477","comparing"
"4478","australia"
"4479","north"
"4480","america"
"4481","europe"
"4482","sole"
"4483","country"
"4484","continent"
"4485","6"
"4486","months"
"4487","hard"
"4488","core"
"4489","lockdown"
"4490","activity"
"4491","mask"
"4492","rules"
"4493","compared"
"4494","n.a"
"4495","miss"
"4496","dancing"
"4497","clubs"
"4498","masks"
"4499","violation"
"4500","dress"
"4501","code"
"4502","idiocy"
"4503","overcome"
"4504","north"
"4505","america"
"4506","lockdown"
"4507","doesn’t"
"4508","explain"
"4509","china"
"4510","zealand"
"4511","australia"
"4512","lockdown"
"4513","people"
"4514","north"
"4515","america"
"4516","fearful"
"4517","freedom"
"4518","stripped"
"4519","don’t"
"4520","actual"
"4521","lockdown"
"4522","feels"
"4523","that’s"
"4524","2020"
"4525","bad"
"4526","lot"
"4527","reasons"
"4528","growing"
"4529","marijuana"
"4530","home"
"4531","karen"
"4532","lloyd"
"4533","polled"
"4534","friends"
"4535","top"
"4536","seed"
"4537","banks"
"4538","home"
"4539","grown"
"4540","strains"
"4541","people"
"4542","loving"
"4543","lockdown"
"4544","maximumyield"
"4545","cp24"
"4546","ahh"
"4547","normal"
"4548","life"
"4549","north"
"4550","america"
"4551","europe"
"4552","lockdown"
"4553","isolated"
"4554","living"
"4555","america"
"4556","means"
"4557","call"
"4558","kid's"
"4559","school"
"4560","middle"
"4561","class"
"4562","telling"
"4563","lockdown"
"4564","implying"
"4565","lockdown"
"4566","supposed"
"4567","fucking"
"4568","continue"
"4569","class"
"4570","badcovid19takes"
"4571","canadian"
"4572","who’s"
"4573","form"
"4574","lockdown"
"4575","day"
"4576","march"
"4577","it’s"
"4578","frustrating"
"4579","america"
"4580","entire"
"4581","world"
"4582","faking"
"4583","covid"
"4584","strategy"
"4585","trump"
"4586","hated"
"4587","economies"
"4588","united"
"4589","america"
"4590","california"
"4591","eases"
"4592","covid"
"4593","19"
"4594","lockdown"
"4595","measures"
"4596","update"
"4597","french"
"4598","mutual"
"4599","american"
"4600","confirm"
"4601","america"
"4602","lockdown"
"4603","yahnia6"
"4604","blankchapter"
"4605","thehill"
"4606","substantial"
"4607","american"
"4608","ppl"
"4609","america's"
"4610","pandemic"
"4611","control"
"4612","biden"
"4613","prepared"
"4614","fight"
"4615","bring"
"4616","virus"
"4617","control"
"4618","strict"
"4619","national"
"4620","lockdown"
"4621","yahnia6"
"4622","blankchapter"
"4623","thehill"
"4624","america"
"4625","chance"
"4626","biden"
"4627","takes"
"4628","pr"
"4629","hit"
"4630","tears"
"4631","republicans"
"4632","amp"
"4633","biden's"
"4634","billionaire"
"4635","donors"
"4636","instituting"
"4637","national"
"4638","lockdown"
"4639","pay"
"4640","americans"
"4641","stay"
"4642","home"
"4643","shut"
"4644","borders"
"4645","internally"
"4646","vietnam"
"4647","3x"
"4648","population"
"4649","density"
"4650","america"
"4651","crushed"
"4652","covid.the"
"4653","issue"
"4654","government"
"4655","social"
"4656","cohesiveness"
"4657","fiannafailparty"
"4658","finegael"
"4659","greenparty_ie"
"4660","clue"
"4661","lockdown"
"4662","island"
